Id,neighborhood,larger_neighborhood,Name, Population,Median Household Income,Median Home Value,Percent Bachelors Degree,Median Rent,Percent Public Transportation to Work,Percent White Non-Hispanic, Housing Units,Percent Renter Occupied,Percent Occupied Structure w 3-4 Units,Percent Occupied Structure w 5+ Units,Percent Households w 3 Vehicles,Percent Households w 4+ Vehicles,"Percent Families, Married w Children Under 18", Total Households,Year,tract_id,median_houseprice_with_imputation,median_rent_with_imputation,median_income_by_year,median_housevalue_by_year,median_income_40th_perc_by_year,median_housevalue_40th_perc_by_year,Education_Attainment_Bachelors_Degree,increase_in_edu_attainment,increase_in_edu_attainment_top_3rd_percentile_by_year,increase_in_median_housevalue,increase_in_housevalue_top_3rd_percentile_by_year,def_1,median_income_40_percent_by_year,increase_in_median_rent,median_of_increase_in_rent_by_year,housevalue_distribution_current_year,housevalue_distribution_past_year,def_2,workers_taking_transit,increase_in_workers_taking_transit,dwelling_units_with_5+_units,increase_in_dwelling_units_with_5_plus_units,dwelling_units_with_3-4_units,increase_in_dwelling_units_with_3_4_units,renter_occupied,increase_in_renter_occupied,households_with_3_plus_cars,decrease_in_households_with_3_plus_cars,married_couples_with_children,decrease_in_households_with_children,non_hispanic_whites,decrease_in_non_hispanic_whites,def3
530330074023,North Capitol Hill,Capitol Hill,BG0074023,1681,33370,301449,39.22,834,34.06,66.63,1367,88.3,0,100,1.1,1.57,7.63,569,2014,5303300740,301449,834,76823,393769.5,69938,364171.6,659,[-79],32.14,[32218],-6251.46,EligibleForGentrification,30729.2,[4],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,573,TRUE,1367,TRUE,0,FALSE,1207,TRUE,15,FALSE,43,FALSE,1120,FALSE,NotInDangerOfGentrifying
530330075001,North Capitol Hill,Capitol Hill,BG0075001,1230,50291,459615,43.22,1056,18.54,76.26,995,87.15,0,96.28,0.33,0.33,17.39,568,2014,5303300750,459615,1056,76823,393769.5,69938,364171.6,532,[1],32.14,[-385],-6251.46,NotEligibleForGentrification,30729.2,[41],20.5,topHalf,topHalf,NotCurrentlyGentrifying,228,TRUE,958,TRUE,0,FALSE,867,TRUE,4,TRUE,99,FALSE,938,FALSE,NotInDangerOfGentrifying
530330075002,Capitol Hill,Capitol Hill,BG0075002,1376,55224,279762,37.39,1206,29.23,72.24,951,82.09,13.56,74.24,0.33,0.33,11.29,555,2014,5303300750,279762,1206,76823,393769.5,69938,364171.6,514,[9],32.14,[-32896],-6251.46,EligibleForGentrification,30729.2,[103],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,402,FALSE,706,TRUE,129,FALSE,781,TRUE,4,TRUE,63,FALSE,994,FALSE,NotInDangerOfGentrifying
530330075003,North Capitol Hill,Capitol Hill,BG0075003,1715,46763,381667,37.84,971,23.51,74.58,1194,82.19,16.58,70.02,0.36,0.36,14.94,552,2014,5303300750,381667,971,76823,393769.5,69938,364171.6,649,[-138],32.14,[-22588],-6251.46,NotEligibleForGentrification,30729.2,[-9],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,403,FALSE,836,TRUE,198,FALSE,981,TRUE,4,TRUE,82,FALSE,1279,FALSE,NotInDangerOfGentrifying
530330075004,Capitol Hill,Capitol Hill,BG0075004,1505,72152,332143,33.09,1138,27.66,65.58,1058,76.02,1.32,81.76,0.33,0.33,14.6,569,2014,5303300750,332143,1138,76823,393769.5,69938,364171.6,498,[25],32.14,[21032],-6251.46,NotEligibleForGentrification,30729.2,[85],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,416,TRUE,865,FALSE,14,FALSE,804,TRUE,4,TRUE,83,FALSE,987,FALSE,NotInDangerOfGentrifying
530330075005,North Capitol Hill,Capitol Hill,BG0075005,905,46739,433333,54.02,975,47.28,73.59,625,82.62,21.44,67.52,0.34,0.34,9.18,568,2014,5303300750,433333,975,76823,393769.5,69938,364171.6,489,[-132],32.14,[55072],-6251.46,NotEligibleForGentrification,30729.2,[117],20.5,topHalf,bottomHalf,HaveGentrified,428,TRUE,422,FALSE,134,TRUE,516,TRUE,4,TRUE,52,FALSE,666,FALSE,NotInDangerOfGentrifying
530330076001,North Capitol Hill,Capitol Hill,BG0076001,1226,82870,572917,31.88,1164,38.14,75.04,651,63.02,3.53,45.78,3.33,1.75,34.31,566,2014,5303300760,572917,1164,76823,393769.5,69938,364171.6,391,[6],32.14,[9584],-6251.46,NotEligibleForGentrification,30729.2,[136],20.5,topHalf,topHalf,NotCurrentlyGentrifying,468,TRUE,298,FALSE,23,FALSE,410,TRUE,29,FALSE,194,FALSE,920,FALSE,NotInDangerOfGentrifying
530330076002,Capitol Hill,Capitol Hill,BG0076002,1248,65196,398795,38.75,1331,19.29,61.14,737,71,13.16,43.15,3.03,1.88,21.39,549,2014,5303300760,398795,1331,76823,393769.5,69938,364171.6,484,[-19],32.14,[-1205],-6251.46,NotEligibleForGentrification,30729.2,[221],20.5,topHalf,bottomHalf,HaveGentrified,241,FALSE,318,FALSE,97,FALSE,523,TRUE,27,FALSE,117,FALSE,763,FALSE,NotInDangerOfGentrifying
530330076003,North Capitol Hill,Capitol Hill,BG0076003,1258,71691,341667,45.42,1032,28.12,76.47,738,73.69,11.92,73.58,3.11,1.7,29.67,549,2014,5303300760,341667,1032,76823,393769.5,69938,364171.6,571,[20],32.14,[-17424],-6251.46,NotEligibleForGentrification,30729.2,[70],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,354,TRUE,543,TRUE,88,TRUE,544,TRUE,26,FALSE,163,FALSE,962,FALSE,NotInDangerOfGentrifying
530330077001,Capitol Hill,Capitol Hill,BG0077001,1265,75974,452713,13.13,1217,24.33,55.81,619,30.59,0,2.26,4.02,2.45,27.82,548,2014,5303300770,452713,1217,76823,393769.5,69938,364171.6,166,[27],32.14,[-4787],-6251.46,NotEligibleForGentrification,30729.2,[0],20.5,topHalf,topHalf,NotCurrentlyGentrifying,308,TRUE,14,TRUE,0,FALSE,189,TRUE,35,FALSE,152,FALSE,706,FALSE,NotInDangerOfGentrifying
530330077002,Capitol Hill,Capitol Hill,BG0077002,1013,99583,433077,29.57,1633,15.86,64.86,485,32.39,2.68,5.57,4.13,2.39,32.06,547,2014,5303300770,433077,1633,76823,393769.5,69938,364171.6,300,[-58],32.14,[-73389],-6251.46,NotEligibleForGentrification,30729.2,[-21],20.5,topHalf,topHalf,NotCurrentlyGentrifying,161,FALSE,27,TRUE,13,TRUE,157,TRUE,36,FALSE,175,FALSE,657,FALSE,NotInDangerOfGentrifying
530330077003,Capitol Hill,Capitol Hill,BG0077003,1084,70455,417204,27.84,1039,8.59,53.78,496,41.68,0,16.73,4.1,2.38,28.29,560,2014,5303300770,417204,1039,76823,393769.5,69938,364171.6,302,[31],32.14,[-31732],-6251.46,NotEligibleForGentrification,30729.2,[-30],20.5,topHalf,topHalf,NotCurrentlyGentrifying,93,FALSE,83,FALSE,0,FALSE,207,TRUE,36,FALSE,158,FALSE,583,FALSE,NotInDangerOfGentrifying
530330077004,Capitol Hill,Capitol Hill,BG0077004,1405,93564,392473,31.71,1072,23.2,65.62,858,60.66,5.94,55.48,4.29,2.27,21.52,551,2014,5303300770,392473,1072,76823,393769.5,69938,364171.6,446,[-41],32.14,[-67742],-6251.46,NotEligibleForGentrification,30729.2,[31],20.5,bottomHalf,topHalf,NotCurrentlyGentrifying,326,TRUE,476,TRUE,51,TRUE,520,TRUE,37,FALSE,119,FALSE,922,FALSE,NotInDangerOfGentrifying
530330078001,Capitol Hill,Capitol Hill,BG0078001,1299,229554,1068345,17.22,1530,4.28,81.45,618,15.04,0,2.27,16.81,1.95,28.84,544,2014,5303300780,1068345,1530,76823,393769.5,69938,364171.6,224,[17],32.14,[-23492],-6251.46,NotEligibleForGentrification,30729.2,[405],20.5,topHalf,topHalf,NotCurrentlyGentrifying,56,TRUE,14,FALSE,0,FALSE,93,TRUE,102,TRUE,157,FALSE,1058,FALSE,NotInDangerOfGentrifying
530330078002,Leschi,Central Area,BG0078002,1650,163596,684466,27.55,1618,26.36,70.55,677,19.44,2.36,8.27,16.95,2.18,41.56,542,2014,5303300780,684466,1618,76823,393769.5,69938,364171.6,455,[-77],32.14,[-5490],-6251.46,NotEligibleForGentrification,30729.2,[84],20.5,topHalf,topHalf,NotCurrentlyGentrifying,435,TRUE,56,TRUE,16,FALSE,132,TRUE,104,TRUE,225,FALSE,1164,FALSE,NotInDangerOfGentrifying
530330078003,Madrona,Central Area,BG0078003,1242,86957,657051,27.81,1006,12.04,66.67,545,31.72,8.62,17.43,16.44,1.93,45.42,558,2014,5303300780,657051,1006,76823,393769.5,69938,364171.6,345,[69],32.14,[-33290],-6251.46,NotEligibleForGentrification,30729.2,[24],20.5,topHalf,topHalf,NotCurrentlyGentrifying,150,FALSE,95,TRUE,47,FALSE,173,TRUE,103,TRUE,253,FALSE,828,FALSE,NotInDangerOfGentrifying
530330078004,Capitol Hill,Capitol Hill,BG0078004,1331,155952,728448,41.58,1397,8.12,72.88,557,16.48,0,0,16.67,1.89,35.52,540,2014,5303300780,728448,1397,76823,393769.5,69938,364171.6,553,[4],32.14,[-7184],-6251.46,NotEligibleForGentrification,30729.2,[354],20.5,topHalf,topHalf,NotCurrentlyGentrifying,108,TRUE,0,FALSE,0,FALSE,92,TRUE,100,TRUE,192,FALSE,970,FALSE,NotInDangerOfGentrifying
530330079001,Capitol Hill,Capitol Hill,BG0079001,1078,72857,423077,32.33,1302,20.4,57.42,563,70.02,2.84,45.29,3.29,1.55,28.57,557,2014,5303300790,423077,1302,76823,393769.5,69938,364171.6,349,[-10],32.14,[-26923],-6251.46,NotEligibleForGentrification,30729.2,[95],20.5,topHalf,topHalf,NotCurrentlyGentrifying,220,TRUE,255,TRUE,16,FALSE,394,TRUE,27,FALSE,159,FALSE,619,TRUE,NotInDangerOfGentrifying
530330079002,Capitol Hill,Capitol Hill,BG0079002,1167,42975,523333,36.84,934,28.16,43.02,581,70.26,2.93,40.1,3.28,1.46,23.65,556,2014,5303300790,523333,934,76823,393769.5,69938,364171.6,430,[53],32.14,[-23726],-6251.46,NotEligibleForGentrification,30729.2,[-33],20.5,topHalf,topHalf,NotCurrentlyGentrifying,329,TRUE,233,FALSE,17,FALSE,408,TRUE,26,TRUE,131,FALSE,502,FALSE,NotInDangerOfGentrifying
530330079003,Capitol Hill,Capitol Hill,BG0079003,936,64147,239506,24.66,1063,8.82,64.96,499,69.54,9.22,73.15,3.15,1.47,22.33,549,2014,5303300790,239506,1063,76823,393769.5,69938,364171.6,231,[42],32.14,[-3571],-6251.46,EligibleForGentrification,30729.2,[-49],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,83,FALSE,365,TRUE,46,FALSE,347,TRUE,25,TRUE,123,FALSE,608,FALSE,NotInDangerOfGentrifying
530330079004,Capitol Hill,Capitol Hill,BG0079004,1012,33454,275532,37.7,670,37.01,72.04,764,83.19,0,95.94,3.22,1.4,8.08,551,2014,5303300790,275532,670,76823,393769.5,69938,364171.6,382,[30],32.14,[19976],-6251.46,EligibleForGentrification,30729.2,[-98],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,375,TRUE,733,TRUE,0,FALSE,636,TRUE,26,TRUE,45,FALSE,729,FALSE,NotInDangerOfGentrifying
530330079005,North Capitol Hill,Capitol Hill,BG0079005,1227,51286,302857,38.99,1075,21.82,66.26,887,76.86,3.83,85.68,3.14,1.51,18.69,538,2014,5303300790,302857,1075,76823,393769.5,69938,364171.6,478,[-1],32.14,[33160],-6251.46,EligibleForGentrification,30729.2,[178],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,268,TRUE,760,FALSE,34,FALSE,682,TRUE,25,TRUE,101,FALSE,813,TRUE,NotInDangerOfGentrifying
530330080011,Belltown,Downtown,BG0080011,1555,88710,349612,42.37,1305,19.63,68.17,1379,63.89,0,98.98,1.24,0,4.85,555,2014,5303300800,349612,1305,76823,393769.5,69938,364171.6,659,[34],32.14,[-25388],-6251.46,NotEligibleForGentrification,30729.2,[-74],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,305,TRUE,1365,TRUE,0,FALSE,881,TRUE,7,TRUE,27,FALSE,1060,FALSE,NotInDangerOfGentrifying
530330080012,Belltown,Downtown,BG0080012,901,52857,244059,22.7,740,23.4,63.82,846,75.07,0,100,1.12,0,6.59,537,2014,5303300800,244059,740,76823,393769.5,69938,364171.6,205,[-4],32.14,[-70835],-6251.46,EligibleForGentrification,30729.2,[3],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,211,FALSE,846,TRUE,0,FALSE,635,TRUE,6,TRUE,35,FALSE,575,FALSE,NotInDangerOfGentrifying
530330080013,Pike-Market,Downtown,BG0080013,1136,92114,360000,29.96,1322,7.95,64.17,899,66.34,3.34,91.77,1.22,0,8.57,540,2014,5303300800,360000,1322,76823,393769.5,69938,364171.6,340,[-29],32.14,[-110769],-6251.46,NotEligibleForGentrification,30729.2,[187],20.5,bottomHalf,topHalf,NotCurrentlyGentrifying,90,TRUE,825,TRUE,30,TRUE,596,TRUE,7,TRUE,46,TRUE,729,FALSE,InDangerOfGentrifying
530330080014,Belltown,Downtown,BG0080014,1498,91561,449432,34.95,1635,3.84,60.35,1075,51.13,0,93.02,1.29,0,11.17,548,2014,5303300800,449432,1635,76823,393769.5,69938,364171.6,524,[-41],32.14,[16292],-6251.46,NotEligibleForGentrification,30729.2,[69],20.5,topHalf,topHalf,NotCurrentlyGentrifying,58,FALSE,1000,FALSE,0,FALSE,550,TRUE,7,TRUE,61,FALSE,904,FALSE,NotInDangerOfGentrifying
530330080015,Belltown,Downtown,BG0080015,842,108128,350794,32.86,1500,8.43,66.51,660,81.8,1.82,83.18,1.04,0,10.77,542,2014,5303300800,350794,1500,76823,393769.5,69938,364171.6,277,[-127],32.14,[-10610],-6251.46,NotEligibleForGentrification,30729.2,[-142],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,71,TRUE,549,FALSE,12,FALSE,540,TRUE,6,TRUE,58,FALSE,560,FALSE,NotInDangerOfGentrifying
530330080021,Pike-Market,Downtown,BG0080021,1870,23201,550000,36.62,519,22.5,63.32,1354,79.35,0,96.75,0.85,0,7.19,543,2014,5303300800,550000,519,76823,393769.5,69938,364171.6,685,[30],32.14,[-196753],-6251.46,NotEligibleForGentrification,30729.2,[-2],20.5,topHalf,topHalf,NotCurrentlyGentrifying,421,TRUE,1310,TRUE,0,FALSE,1074,TRUE,5,FALSE,39,FALSE,1184,FALSE,NotInDangerOfGentrifying
530330080022,Pike-Market,Downtown,BG0080022,1322,68636,450000,47.93,1279,10.93,67.32,1114,82.37,0,98.29,0.73,0,9.49,534,2014,5303300800,450000,1279,76823,393769.5,69938,364171.6,634,[-23],32.14,[-16667],-6251.46,NotEligibleForGentrification,30729.2,[13],20.5,topHalf,topHalf,NotCurrentlyGentrifying,144,TRUE,1095,TRUE,0,FALSE,918,TRUE,4,TRUE,51,TRUE,890,FALSE,NotInDangerOfGentrifying
530330081001,Pike-Market,Downtown,BG0081001,1588,100255,614130,45.88,1533,20.66,72.98,1422,76.26,0,99.09,0,0,7.99,533,2014,5303300810,614130,1533,76823,393769.5,69938,364171.6,729,[-28],32.14,[84718],-6251.46,NotEligibleForGentrification,30729.2,[39],20.5,topHalf,topHalf,NotCurrentlyGentrifying,328,TRUE,1409,TRUE,0,FALSE,1084,TRUE,0,TRUE,43,FALSE,1159,FALSE,NotInDangerOfGentrifying
530330081002,Pike-Market,Downtown,BG0081002,1340,15816,354545,19.28,540,45.1,58.21,717,86.18,0,97.63,0,0,8.97,544,2014,5303300810,354545,540,76823,393769.5,69938,364171.6,258,[-26],32.14,[-21645],-6251.46,EligibleForGentrification,30729.2,[-12],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,604,TRUE,700,FALSE,0,FALSE,618,TRUE,0,TRUE,49,FALSE,780,TRUE,NotInDangerOfGentrifying
530330081003,Pike-Market,Downtown,BG0081003,1350,24429,452000,19.53,1057,18.74,67.63,1135,78.02,0,95.68,0,0,9.84,533,2014,5303300810,452000,1057,76823,393769.5,69938,364171.6,264,[-43],32.14,[-26261],-6251.46,NotEligibleForGentrification,30729.2,[236],20.5,topHalf,topHalf,CurrentlyGentrifying,253,FALSE,1086,TRUE,0,FALSE,886,TRUE,0,TRUE,52,TRUE,913,FALSE,NotInDangerOfGentrifying
530330082001,Belltown,Downtown,BG0082001,949,48059,1250000,21.9,1321,28,57.53,999,93.38,2.2,91.89,0,0.6,9.32,546,2014,5303300820,1250000,1321,76823,393769.5,69938,364171.6,208,[-57],32.14,[1156667],-6251.46,NotEligibleForGentrification,30729.2,[122],20.5,topHalf,bottomHalf,HaveGentrified,266,FALSE,918,FALSE,22,TRUE,933,TRUE,3,FALSE,51,FALSE,546,FALSE,NotInDangerOfGentrifying
530330082002,First Hill,Downtown,BG0082002,1457,58813,457143,68.16,1194,32.59,57.93,1066,95.14,0,98.97,0,0.61,7.41,531,2014,5303300820,457143,1194,76823,393769.5,69938,364171.6,993,[102],32.14,[7143],-6251.46,HaveGentrified,30729.2,[31],20.5,topHalf,topHalf,NotCurrentlyGentrifying,475,TRUE,1055,TRUE,0,FALSE,1014,TRUE,3,FALSE,39,FALSE,844,TRUE,NotInDangerOfGentrifying
530330082003,North Capitol Hill,Capitol Hill,BG0082003,1058,41593,268841,37.85,1324,14.26,82.8,900,76.76,0,92.89,0,0.52,4.9,537,2014,5303300820,268841,1324,76823,393769.5,69938,364171.6,400,[53],32.14,[1698],-6251.46,EligibleForGentrification,30729.2,[58],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,151,FALSE,836,FALSE,0,FALSE,691,TRUE,3,FALSE,26,FALSE,876,FALSE,NotInDangerOfGentrifying
530330083001,First Hill,Downtown,BG0083001,1007,43793,287838,35.2,873,9.1,69.02,993,67.1,1.21,88.52,0.52,0,5.43,546,2014,5303300830,287838,873,76823,393769.5,69938,364171.6,354,[114],32.14,[-92807],-6251.46,EligibleForGentrification,30729.2,[42],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,92,TRUE,879,TRUE,12,FALSE,666,TRUE,3,FALSE,30,FALSE,695,FALSE,NotInDangerOfGentrifying
530330083002,Belltown,Downtown,BG0083002,1640,50930,540323,33.74,1045,12.48,66.89,1239,84.13,0,98.63,0.53,0,10.13,535,2014,5303300830,540323,1045,76823,393769.5,69938,364171.6,553,[32],32.14,[-76056],-6251.46,NotEligibleForGentrification,30729.2,[54],20.5,topHalf,topHalf,NotCurrentlyGentrifying,205,FALSE,1222,FALSE,0,FALSE,1042,TRUE,3,FALSE,54,FALSE,1097,TRUE,NotInDangerOfGentrifying
530330084001,North Capitol Hill,Capitol Hill,BG0084001,1356,38780,275410,30.58,791,20.87,64.53,1144,86.5,1.4,95.45,0,0.49,8.14,529,2014,5303300840,275410,791,76823,393769.5,69938,364171.6,415,[36],32.14,[-861],-6251.46,EligibleForGentrification,30729.2,[30],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,283,TRUE,1092,TRUE,16,TRUE,990,TRUE,3,FALSE,43,FALSE,875,FALSE,NotInDangerOfGentrifying
530330084002,First Hill,Downtown,BG0084002,1535,49236,991071,26.05,1140,21.19,63.39,1174,83.88,0,98.98,0,0.47,10.05,536,2014,5303300840,991071,1140,76823,393769.5,69938,364171.6,400,[48],32.14,[401071],-6251.46,HaveGentrified,30729.2,[71],20.5,topHalf,topHalf,NotCurrentlyGentrifying,325,FALSE,1162,TRUE,0,FALSE,985,TRUE,3,FALSE,54,FALSE,973,FALSE,NotInDangerOfGentrifying
530330084003,North Capitol Hill,Capitol Hill,BG0084003,1129,46918,346512,45.54,937,32.25,67.32,856,91.47,0,93.46,0,0.5,14.47,526,2014,5303300840,346512,937,76823,393769.5,69938,364171.6,514,[101],32.14,[-8590],-6251.46,EligibleForGentrification,30729.2,[-13],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,364,TRUE,800,TRUE,0,FALSE,783,TRUE,3,FALSE,76,FALSE,760,FALSE,NotInDangerOfGentrifying
530330085001,Pioneer Square,Downtown,BG0085001,1177,45099,278947,24.12,977,26.43,59.39,1064,90.06,0,98.5,0,0.74,7.33,531,2014,5303300850,278947,977,76823,393769.5,69938,364171.6,284,[67],32.14,[5197],-6251.46,EligibleForGentrification,30729.2,[47],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,311,TRUE,1048,TRUE,0,FALSE,958,TRUE,4,TRUE,39,FALSE,699,FALSE,NotInDangerOfGentrifying
530330085002,Yesler Terrace,Downtown,BG0085002,1065,19615,295833,30.23,818,27.5,31.08,622,93.13,13.67,81.03,0,0.7,20.57,533,2014,5303300850,295833,818,76823,393769.5,69938,364171.6,322,[-11],32.14,[-38542],-6251.46,EligibleForGentrification,30729.2,[109],20.5,bottomHalf,bottomHalf,CurrentlyGentrifying,293,FALSE,504,FALSE,85,TRUE,579,TRUE,4,TRUE,110,FALSE,331,FALSE,NotInDangerOfGentrifying
530330085003,International District,Downtown,BG0085003,2270,11442,0,3.64,204,33.17,39.6,456,100,4.82,89.04,0,0.72,20.69,539,2014,5303300850,191593.3333,204,76823,393769.5,69938,364171.6,83,[14],32.14,[-11115],-6251.46,EligibleForGentrification,30729.2,[10],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,753,FALSE,406,FALSE,22,TRUE,456,TRUE,4,TRUE,112,FALSE,899,TRUE,NotInDangerOfGentrifying
530330086001,Capitol Hill,Capitol Hill,BG0086001,1268,54299,318750,39.44,1115,29.44,57.26,788,79.64,21.19,53.3,1.66,1.39,17.04,523,2014,5303300860,318750,1115,76823,393769.5,69938,364171.6,500,[54],32.14,[-34583],-6251.46,EligibleForGentrification,30729.2,[168],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,373,TRUE,420,TRUE,167,FALSE,628,TRUE,16,FALSE,89,FALSE,726,TRUE,NotInDangerOfGentrifying
530330086002,Capitol Hill,Capitol Hill,BG0086002,2787,35517,167925,37.5,1133,15.61,54.22,938,88.21,0,90.62,1.52,1.28,4.44,524,2014,5303300860,167925,1133,76823,393769.5,69938,364171.6,1045,[9],32.14,[-6149],-6251.46,EligibleForGentrification,30729.2,[89],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,435,TRUE,850,TRUE,0,FALSE,827,TRUE,15,FALSE,23,FALSE,1511,TRUE,NotInDangerOfGentrifying
530330086003,Capitol Hill,Capitol Hill,BG0086003,1213,19175,625000,14.15,732,8.07,32.65,633,93.51,4.11,69.51,1.44,1.26,16.94,536,2014,5303300860,625000,732,76823,393769.5,69938,364171.6,172,[-97],32.14,[0],-6251.46,NotEligibleForGentrification,30729.2,[-29],20.5,topHalf,topHalf,NotCurrentlyGentrifying,98,FALSE,440,FALSE,26,FALSE,592,TRUE,15,FALSE,91,FALSE,396,FALSE,NotInDangerOfGentrifying
530330087001,Capitol Hill,Capitol Hill,BG0087001,1474,64706,372340,33.58,1083,18.35,55.36,679,55.9,7.95,36.08,10,0.33,25.26,536,2014,5303300870,372340,1083,76823,393769.5,69938,364171.6,495,[50],32.14,[-110679],-6251.46,NotEligibleForGentrification,30729.2,[191],20.5,bottomHalf,topHalf,NotCurrentlyGentrifying,270,TRUE,245,TRUE,54,FALSE,380,TRUE,56,TRUE,135,FALSE,816,TRUE,NotInDangerOfGentrifying
530330087002,Capitol Hill,Capitol Hill,BG0087002,1203,70417,373684,36.8,1085,25.07,36.91,573,69.45,12.22,33.33,10.25,0.38,32.23,535,2014,5303300870,373684,1085,76823,393769.5,69938,364171.6,443,[121],32.14,[-103589],-6251.46,NotEligibleForGentrification,30729.2,[64],20.5,bottomHalf,topHalf,NotCurrentlyGentrifying,302,FALSE,191,FALSE,70,TRUE,398,TRUE,57,TRUE,172,FALSE,444,FALSE,NotInDangerOfGentrifying
530330087003,Capitol Hill,Capitol Hill,BG0087003,1434,61806,407547,31.59,900,10.75,41.77,714,63.37,11.34,35.71,10.18,0.46,26.03,518,2014,5303300870,407547,900,76823,393769.5,69938,364171.6,453,[-45],32.14,[-8871],-6251.46,NotEligibleForGentrification,30729.2,[-30],20.5,topHalf,bottomHalf,HaveGentrified,154,FALSE,255,TRUE,81,FALSE,452,TRUE,55,TRUE,135,FALSE,599,FALSE,NotInDangerOfGentrifying
530330088001,Capitol Hill,Capitol Hill,BG0088001,1410,81186,451064,37.87,1143,24.16,56.67,619,37.5,2.1,11.31,10.3,2.53,37.41,534,2014,5303300880,451064,1143,76823,393769.5,69938,364171.6,534,[136],32.14,[16449],-6251.46,HaveGentrified,30729.2,[14],20.5,topHalf,topHalf,NotCurrentlyGentrifying,341,TRUE,70,TRUE,13,TRUE,232,TRUE,69,FALSE,200,FALSE,799,FALSE,NotInDangerOfGentrifying
530330088002,Capitol Hill,Capitol Hill,BG0088002,1309,86594,436364,30.04,1343,32.87,47.14,603,47.48,4.48,5.97,10.25,2.7,31.05,532,2014,5303300880,436364,1343,76823,393769.5,69938,364171.6,393,[11],32.14,[13783],-6251.46,NotEligibleForGentrification,30729.2,[97],20.5,topHalf,bottomHalf,HaveGentrified,430,TRUE,36,FALSE,27,FALSE,286,TRUE,69,FALSE,165,FALSE,617,FALSE,NotInDangerOfGentrifying
530330088003,Capitol Hill,Capitol Hill,BG0088003,991,79667,426531,38.59,1064,24.92,36.23,463,52.3,11.45,23.11,10.37,2.53,20,517,2014,5303300880,426531,1064,76823,393769.5,69938,364171.6,382,[77],32.14,[-26172],-6251.46,NotEligibleForGentrification,30729.2,[22],20.5,topHalf,topHalf,NotCurrentlyGentrifying,247,FALSE,107,TRUE,53,FALSE,242,TRUE,67,TRUE,103,TRUE,359,FALSE,NotInDangerOfGentrifying
530330089001,Mount Baker,Rainier Valley,BG0089001,1256,148171,842466,45.25,1313,0,68.07,729,48.14,3.57,43.9,11.33,4.02,29.53,515,2014,5303300890,842466,1313,76823,393769.5,69938,364171.6,568,[65],32.14,[-54855],-6251.46,NotEligibleForGentrification,30729.2,[-43],20.5,topHalf,topHalf,NotCurrentlyGentrifying,0,FALSE,320,TRUE,26,FALSE,351,TRUE,79,FALSE,152,FALSE,855,FALSE,NotInDangerOfGentrifying
530330089002,Mount Baker,Central Area,BG0089002,1371,78182,417188,26.75,672,21.09,39.24,602,43.59,0,0,11.17,3.85,26.9,516,2014,5303300890,417188,672,76823,393769.5,69938,364171.6,367,[51],32.14,[-13581],-6251.46,NotEligibleForGentrification,30729.2,[-209],20.5,topHalf,topHalf,NotCurrentlyGentrifying,289,TRUE,0,FALSE,0,FALSE,262,TRUE,78,FALSE,139,FALSE,538,FALSE,NotInDangerOfGentrifying
530330089003,Mount Baker,Central Area,BG0089003,1254,70876,366667,40.58,1159,16.29,35.09,595,59.81,11.76,42.69,11.3,3.7,23.51,530,2014,5303300890,366667,1159,76823,393769.5,69938,364171.6,509,[58],32.14,[-1333],-6251.46,HaveGentrified,30729.2,[169],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,204,FALSE,254,TRUE,70,TRUE,356,TRUE,80,FALSE,125,FALSE,440,FALSE,NotInDangerOfGentrifying
530330089004,Mount Baker,Central Area,BG0089004,1272,74528,390000,37.88,884,11.43,34.83,506,37.9,12.25,8.7,11.35,3.85,31.22,530,2014,5303300890,390000,884,76823,393769.5,69938,364171.6,482,[111],32.14,[8261],-6251.46,HaveGentrified,30729.2,[-48],20.5,bottomHalf,bottomHalf,NotCurrentlyGentrifying,145,FALSE,44,FALSE,62,FALSE,192,TRUE,80,FALSE,165,FALSE,443,FALSE,NotInDangerOfGentrifying
